WeekD,Hora,DV,HR,PM25,PP,TMP,VV,YearD,PM25_t
6,3,81,63,12,0.0,19.574,1.355,196,10.0
6,4,135,65,23,0.0,19.299,0.615,196,12.0
6,5,158,69,21,0.0,18.594,1.879,196,23.0
6,6,93,72,18,0.0,17.77,1.707,196,21.0
6,7,122,73,21,0.0,17.572,1.677,196,18.0
6,8,155,70,20,0.0,18.51,1.708,196,21.0
6,9,258,69,23,0.0,18.937,1.827,196,20.0
6,10,125,65,25,0.0,19.88,2.091,196,23.0
6,11,103,55,25,0.0,22.177,1.329,196,25.0
6,12,142,50,24,0.0,23.707,1.155,196,25.0
6,13,144,45,22,0.0,25.118,1.638,196,24.0
6,14,127,44,21,0.0,25.571,1.558,196,22.0
6,15,103,38,22,0.0,26.896,1.686,196,21.0
6,16,108,33,18,0.0,27.833,2.253,196,22.0
6,17,132,32,23,0.0,28.107,2.304,196,18.0
6,18,89,32,15,0.0,28.039,2.417,196,23.0
6,19,142,39,16,0.0,26.281,2.868,196,15.0
6,20,174,40,8,0.0,24.385,2.567,196,16.0
6,21,179,46,9,0.0,22.898,2.232,196,8.0
6,22,193,56,13,0.0,20.61,2.509,196,9.0
0,23,214,61,10,0.0,19.358,1.274,197,13.0
0,0,213,59,9,0.0,19.006,0.784,197,10.0
0,1,187,56,9,0.0,19.037,0.33,197,9.0
0,2,140,56,6,0.0,19.169,0.675,197,9.0
0,3,296,64,8,0.0,17.902,1.579,197,6.0
0,4,208,68,9,0.0,17.212,1.312,197,8.0
0,5,53,72,16,0.0,17.05,1.392,197,9.0
0,6,218,77,22,0.0,16.311,1.531,197,16.0
0,7,140,79,30,0.0,16.107,2.07,197,22.0
0,8,125,74,33,0.0,16.915,2.638,197,30.0
0,9,132,69,29,0.0,18.445,2.175,197,33.0
0,10,131,62,40,0.0,20.515,1.257,197,29.0
0,11,179,54,30,0.0,22.601,1.328,197,40.0
0,12,174,49,18,0.0,24.324,1.013,197,30.0
0,13,176,44,37,0.0,25.509,1.517,197,18.0
0,14,120,39,36,0.0,26.474,1.192,197,37.0
0,15,169,35,38,0.0,27.062,1.397,197,36.0
0,16,88,31,31,0.0,27.803,1.716,197,38.0
0,17,109,34,18,0.0,27.399,2.752,197,31.0
0,18,160,45,26,0.0,24.574,3.301,197,18.0
0,19,150,52,25,0.0,22.602,1.732,197,26.0
0,20,74,50,20,0.0,22.587,1.663,197,25.0
0,21,248,57,56,0.0,21.371,1.426,197,20.0
1,0,179,89,19,0.18,16.365,3.297,198,19.0
1,1,239,90,12,0.02,15.759,0.839,198,19.0
1,2,127,86,9,0.0,16.254,1.217,198,12.0
1,3,58,82,12,0.0,16.969,0.912,198,9.0
1,4,124,78,11,0.0,17.3,1.036,198,12.0
1,5,120,77,32,0.0,19.588,0.688,198,11.0
1,6,297,84,27,0.0,17.084,1.426,198,32.0
1,7,136,81,22,0.0,17.145,1.815,198,27.0
1,8,69,76,24,0.0,17.702,1.302,198,22.0
1,9,59,71,20,0.0,18.657,1.874,198,24.0
1,10,126,60,21,0.0,20.94,0.896,198,20.0
1,11,146,52,24,0.0,22.547,1.087,198,21.0
1,12,165,46,17,0.0,23.521,1.255,198,24.0
1,13,174,42,21,0.0,24.584,1.903,198,17.0
1,14,205,39,18,0.0,25.721,1.625,198,21.0
1,15,218,40,17,0.0,26.075,1.856,198,18.0
1,16,190,39,17,0.0,26.367,1.789,198,17.0
1,17,212,39,12,0.0,26.811,1.615,198,17.0
1,18,228,42,14,0.0,25.997,1.426,198,12.0
1,19,247,46,14,0.0,25.005,1.779,198,14.0
1,20,259,44,18,0.0,24.171,1.691,198,14.0
1,21,277,49,14,0.0,23.253,2.046,198,18.0
1,22,204,65,11,0.04,21.643,1.999,198,14.0
2,23,163,82,16,0.02,17.614,3.074,199,11.0
2,0,127,80,11,0.0,17.304,3.507,199,16.0
2,1,176,87,9,0.12,15.826,2.922,199,11.0
2,2,194,91,7,0.64,15.207,1.797,199,9.0
2,3,189,90,10,0.1,14.958,1.249,199,7.0
2,4,235,86,7,0.0,15.302,1.186,199,10.0
2,5,173,83,7,0.0,15.84,0.878,199,7.0
2,6,104,82,9,0.0,15.92,1.157,199,7.0
2,7,132,82,10,0.0,15.914,0.798,199,9.0
2,8,213,78,14,0.0,16.666,0.772,199,10.0
2,9,167,68,13,0.0,18.231,1.081,199,14.0
2,10,189,61,14,0.0,19.864,0.978,199,13.0
2,11,117,54,15,0.0,21.407,1.144,199,14.0
2,12,180,47,27,0.0,23.319,1.223,199,15.0
2,13,189,42,24,0.0,24.794,0.992,199,27.0
2,14,242,40,12,0.0,25.515,1.538,199,24.0
2,15,218,38,22,0.0,26.394,1.214,199,12.0
2,16,176,36,22,0.0,26.781,1.381,199,22.0
2,17,153,35,18,0.0,27.284,1.597,199,22.0
2,18,183,32,13,0.0,27.333,1.104,199,18.0
2,19,181,33,20,0.0,27.456,1.219,199,13.0
2,20,214,36,18,0.0,26.379,1.191,199,20.0
2,21,245,47,19,0.0,24.466,1.255,199,18.0
2,22,177,53,14,0.0,23.469,1.073,199,19.0
3,23,117,59,11,0.0,22.415,1.643,200,14.0
3,0,92,61,13,0.0,21.881,0.788,200,11.0
3,1,103,62,9,0.0,21.584,0.642,200,13.0
3,2,107,63,31,0.0,22.827,0.616,200,9.0
3,3,273,69,15,0.0,19.999,0.732,200,31.0
3,4,286,75,26,0.0,18.88,0.944,200,15.0
3,5,194,75,30,0.0,18.61,0.824,200,26.0
3,6,122,73,22,0.0,18.649,0.605,200,30.0
3,7,136,73,27,0.0,18.702,0.614,200,22.0
3,8,228,70,29,0.0,19.471,0.696,200,27.0
3,9,169,59,41,0.0,21.905,0.453,200,29.0
3,10,218,56,34,0.0,22.962,1.024,200,41.0
3,11,204,50,38,0.0,24.363,1.091,200,34.0
3,12,189,43,31,0.0,25.916,1.083,200,38.0
3,13,204,39,30,0.0,26.814,1.243,200,31.0
3,14,178,33,30,0.0,27.893,1.712,200,30.0
3,15,117,24,71,0.0,28.793,2.09,200,30.0
3,16,113,23,6,0.0,29.475,1.865,200,71.0
3,17,102,21,7,0.0,29.923,2.026,200,6.0
3,18,120,22,8,0.0,29.733,2.424,200,7.0
3,19,133,23,7,0.0,28.964,2.006,200,8.0
3,20,142,27,6,0.0,28.225,0.92,200,7.0
3,21,110,27,11,0.0,26.219,2.32,200,6.0
3,22,121,30,16,0.0,24.935,2.317,200,11.0
4,23,138,37,15,0.0,23.496,2.72,201,16.0
4,0,115,36,12,0.0,22.894,3.117,201,15.0
4,1,157,32,11,0.0,22.257,1.317,201,12.0
4,2,107,32,7,0.0,21.671,1.294,201,11.0
4,3,75,32,10,0.0,21.27,1.186,201,7.0
4,4,69,37,9,0.0,20.34,0.781,201,10.0
4,5,199,45,12,0.0,18.963,0.914,201,9.0
4,6,126,49,13,0.0,17.439,1.503,201,12.0
4,7,174,45,14,0.0,17.509,1.46,201,13.0
4,8,212,46,18,0.0,17.848,1.375,201,14.0
4,9,150,39,24,0.0,19.829,1.399,201,18.0
4,10,237,33,23,0.0,22.257,1.014,201,24.0
4,11,222,34,5,0.0,23.691,1.284,201,23.0
4,12,198,35,12,0.0,25.159,1.409,201,5.0
4,13,178,34,16,0.0,25.954,1.401,201,12.0
4,14,202,30,14,0.0,27.444,1.337,201,16.0
4,15,202,27,15,0.0,28.368,1.447,201,14.0
4,16,187,21,14,0.0,29.711,1.676,201,15.0
4,19,215,26,12,0.0,29.047,1.556,201,4.0
4,20,226,30,19,0.0,27.336,0.985,201,12.0
4,21,137,33,18,0.0,26.582,1.221,201,19.0
4,22,109,35,24,0.0,25.644,2.525,201,18.0
5,23,107,44,21,0.0,24.402,2.704,202,24.0
5,0,113,51,12,0.0,23.263,2.832,202,21.0
5,1,127,55,21,0.0,22.39,2.219,202,12.0
5,2,173,55,2,0.0,21.789,1.832,202,21.0
5,3,168,58,18,0.0,21.058,1.803,202,2.0
5,4,120,63,18,0.0,20.206,1.956,202,18.0
5,5,93,65,18,0.0,19.324,1.472,202,18.0
5,6,131,64,24,0.0,18.857,0.849,202,18.0
5,7,222,66,17,0.0,18.472,1.003,202,24.0
5,8,188,64,23,0.0,19.163,1.421,202,17.0
5,9,123,58,24,0.0,20.647,0.928,202,23.0
5,10,141,55,23,0.0,22.313,1.125,202,24.0
5,11,120,52,3,0.0,23.665,1.232,202,23.0
5,12,141,46,29,0.0,25.182,1.205,202,3.0
5,13,130,40,26,0.0,26.823,1.334,202,29.0
5,14,133,35,25,0.0,27.825,1.609,202,26.0
5,15,141,29,10,0.0,28.924,1.908,202,25.0
5,16,101,28,12,0.0,29.501,2.252,202,10.0
5,17,83,25,15,0.0,30.377,2.479,202,12.0
5,18,78,22,24,0.0,30.483,2.508,202,15.0
5,19,123,30,11,0.0,29.116,2.648,202,24.0
5,20,138,35,19,0.0,27.328,2.93,202,11.0
5,21,141,39,16,0.0,26.383,2.042,202,19.0
5,22,96,41,16,0.0,25.523,1.375,202,16.0
6,23,97,38,18,0.0,24.212,2.152,203,16.0
6,0,95,42,17,0.0,23.12,1.164,203,18.0
6,1,86,43,16,0.0,22.377,0.918,203,17.0
6,2,102,43,12,0.0,21.582,1.62,203,16.0
6,3,149,51,14,0.0,19.782,1.727,203,12.0
6,4,174,56,11,0.0,18.809,0.888,203,14.0
6,5,162,59,18,0.0,18.065,1.75,203,11.0
6,6,124,64,15,0.0,17.334,1.998,203,18.0
6,7,196,64,12,0.0,16.751,1.887,203,15.0
6,8,101,56,15,0.0,17.915,2.096,203,12.0
6,9,112,51,13,0.0,19.576,2.213,203,15.0
6,10,199,44,11,0.0,21.511,1.982,203,13.0
0,0,240,28,5,0.0,22.784,1.149,204,10.0
0,1,212,31,18,0.0,22.45,0.835,204,5.0
0,2,226,36,15,0.0,21.448,0.99,204,18.0
0,3,154,39,15,0.0,20.382,0.682,204,15.0
0,4,242,45,16,0.0,19.218,1.152,204,15.0
0,5,168,48,14,0.0,18.653,1.28,204,16.0
0,6,164,52,23,0.0,17.86,1.431,204,14.0
0,7,171,54,25,0.0,17.442,1.345,204,23.0
0,8,104,51,29,0.0,18.214,2.146,204,25.0
0,9,62,45,28,0.0,20.373,1.95,204,29.0
0,10,127,34,22,0.0,23.24,1.333,204,28.0
0,11,204,30,11,0.0,25.298,1.363,204,22.0
0,12,215,28,16,0.0,26.576,1.407,204,11.0
0,13,205,23,16,0.0,27.894,1.284,204,16.0
0,14,212,22,12,0.0,29.087,1.732,204,16.0
0,15,157,22,17,0.0,30.401,1.435,204,12.0
0,16,194,23,16,0.0,30.939,1.776,204,17.0
0,17,229,23,18,0.0,31.146,1.72,204,16.0
0,18,228,22,13,0.0,31.028,1.996,204,18.0
0,19,196,27,13,0.0,29.81,2.067,204,13.0
0,20,192,29,12,0.0,28.783,1.777,204,13.0
1,0,210,38,15,0.0,25.102,0.629,205,20.0
1,1,119,38,13,0.0,23.771,1.387,205,15.0
1,2,192,40,14,0.0,22.571,1.059,205,13.0
1,3,246,49,16,0.0,21.622,0.908,205,14.0
1,4,167,50,22,0.0,20.976,0.925,205,16.0
1,5,225,54,18,0.0,20.013,1.027,205,22.0
1,6,249,57,18,0.0,19.42,0.427,205,18.0
1,7,287,56,17,0.0,18.961,1.116,205,18.0
1,8,114,53,28,0.0,19.881,0.78,205,17.0
1,9,206,50,42,0.0,21.696,0.729,205,28.0
1,10,185,59,19,0.0,22.284,1.372,205,42.0
1,11,181,56,46,0.0,24.081,1.412,205,19.0
1,12,192,50,45,0.0,25.729,1.519,205,46.0
1,13,168,34,61,0.0,27.641,1.759,205,45.0
1,14,160,22,26,0.0,29.099,1.806,205,61.0
1,15,249,22,7,0.0,29.969,2.369,205,26.0
1,16,151,20,12,0.0,30.835,1.329,205,7.0
1,17,186,16,11,0.0,31.546,1.482,205,12.0
1,18,206,21,10,0.0,30.598,2.212,205,11.0
1,19,223,22,12,0.0,30.367,1.206,205,10.0
1,20,153,21,12,0.0,28.97,1.645,205,12.0
1,21,92,16,16,0.0,27.614,2.592,205,12.0
1,22,107,18,14,0.0,26.267,0.945,205,16.0
2,23,222,23,16,0.0,25.12,0.668,206,14.0
2,0,272,27,17,0.0,24.336,0.959,206,16.0
2,1,113,25,57,0.0,24.009,0.984,206,17.0
2,2,160,25,12,0.0,23.329,0.937,206,57.0
2,3,244,31,10,0.0,21.646,0.843,206,12.0
2,4,138,35,13,0.0,20.453,1.208,206,10.0
2,5,94,30,20,0.0,20.434,0.922,206,13.0
2,6,249,35,21,0.0,19.336,0.75,206,20.0
2,7,184,37,20,0.0,18.649,1.361,206,21.0
2,8,79,32,28,0.0,19.919,1.877,206,20.0
2,9,102,28,28,0.0,21.524,2.638,206,28.0
2,10,87,22,18,0.0,24.086,1.224,206,28.0
2,11,130,18,22,0.0,26.097,1.147,206,18.0
2,12,123,16,19,0.0,27.525,1.318,206,22.0
2,13,198,16,19,0.0,28.812,2.115,206,19.0
2,14,171,14,17,0.0,29.992,1.958,206,19.0
2,15,138,14,9,0.0,30.29,1.889,206,17.0
2,16,117,14,6,0.0,31.129,2.222,206,9.0
2,17,161,18,22,0.0,33.025,1.6,206,6.0
2,18,105,15,5,0.0,31.149,1.854,206,22.0
2,19,159,16,6,0.0,31.0,1.842,206,5.0
2,20,212,18,9,0.0,29.599,0.997,206,6.0
2,21,184,21,9,0.0,28.767,0.994,206,9.0
2,22,215,26,13,0.0,27.133,0.751,206,9.0
3,23,121,25,22,0.0,26.528,1.524,207,13.0
3,0,105,27,18,0.0,25.682,1.728,207,22.0
3,1,114,35,15,0.0,24.71,1.805,207,18.0
3,2,75,42,18,0.0,23.761,1.623,207,15.0
3,3,98,40,25,0.0,23.358,1.336,207,18.0
